town,month,resale_price,price_diff
CENTRAL AREA,2001-10-01,211940.0,12543.0
CENTRAL AREA,2001-11-01,192139.0,-19801.0
CENTRAL AREA,2001-12-01,191833.0,-306.0
CENTRAL AREA,2002-01-01,216431.0,24598.0
CENTRAL AREA,2002-02-01,201406.0,-15025.0
CENTRAL AREA,2002-03-01,199167.0,-2239.0
CENTRAL AREA,2002-04-01,168857.0,-30310.0
CENTRAL AREA,2002-05-01,171738.0,2881.0
CENTRAL AREA,2002-06-01,176136.0,4398.0
CENTRAL AREA,2002-07-01,194993.0,18857.0
CENTRAL AREA,2002-08-01,222517.0,27524.0
CENTRAL AREA,2002-09-01,226833.0,4316.0
CENTRAL AREA,2002-10-01,200072.0,-26761.0
CENTRAL AREA,2002-11-01,206833.0,6761.0
CENTRAL AREA,2002-12-01,210683.0,3850.0
CENTRAL AREA,2003-01-01,205417.0,-5266.0
CENTRAL AREA,2003-02-01,225333.0,19916.0
CENTRAL AREA,2003-03-01,213792.0,-11541.0
CENTRAL AREA,2003-04-01,215200.0,1408.0
CENTRAL AREA,2003-05-01,238067.0,22867.0
CENTRAL AREA,2003-06-01,194389.0,-43678.0
CENTRAL AREA,2003-07-01,204121.0,9732.0
CENTRAL AREA,2003-08-01,238870.0,34749.0
CENTRAL AREA,2003-09-01,205600.0,-33270.0
CENTRAL AREA,2003-10-01,201273.0,-4327.0
CENTRAL AREA,2003-11-01,242323.0,41050.0
CENTRAL AREA,2003-12-01,231909.0,-10414.0
CENTRAL AREA,2004-01-01,206469.0,-25440.0
CENTRAL AREA,2004-02-01,242886.0,36417.0
CENTRAL AREA,2004-03-01,257362.0,14476.0
CENTRAL AREA,2004-04-01,237459.0,-19903.0
CENTRAL AREA,2004-05-01,243036.0,5577.0
CENTRAL AREA,2004-06-01,215071.0,-27965.0
CENTRAL AREA,2004-07-01,225026.0,9955.0
CENTRAL AREA,2004-08-01,232929.0,7903.0
CENTRAL AREA,2004-09-01,217400.0,-15529.0
CENTRAL AREA,2004-10-01,218792.0,1392.0
CENTRAL AREA,2004-11-01,216990.0,-1802.0
CENTRAL AREA,2004-12-01,231891.0,14901.0
CENTRAL AREA,2005-01-01,213450.0,-18441.0
CENTRAL AREA,2005-02-01,223772.0,10322.0
CENTRAL AREA,2005-03-01,197243.0,-26529.0
CENTRAL AREA,2005-04-01,227600.0,30357.0
CENTRAL AREA,2005-05-01,227289.0,-311.0
CENTRAL AREA,2005-06-01,226023.0,-1266.0
CENTRAL AREA,2005-07-01,224391.0,-1632.0
CENTRAL AREA,2005-08-01,230500.0,6109.0
CENTRAL AREA,2005-09-01,216784.0,-13716.0
CENTRAL AREA,2005-10-01,215059.0,-1725.0
CENTRAL AREA,2005-11-01,221675.0,6616.0
CENTRAL AREA,2005-12-01,243474.0,21799.0
CENTRAL AREA,2006-01-01,204241.0,-39233.0
CENTRAL AREA,2006-02-01,225500.0,21259.0
CENTRAL AREA,2006-03-01,259067.0,33567.0
CENTRAL AREA,2006-04-01,276154.0,17087.0
CENTRAL AREA,2006-05-01,233300.0,-42854.0
CENTRAL AREA,2006-06-01,242917.0,9617.0
CENTRAL AREA,2006-07-01,230206.0,-12711.0
CENTRAL AREA,2006-08-01,253024.0,22818.0
CENTRAL AREA,2006-09-01,227238.0,-25786.0
CENTRAL AREA,2006-10-01,257224.0,29986.0
CENTRAL AREA,2006-11-01,219535.0,-37689.0
CENTRAL AREA,2006-12-01,214000.0,-5535.0
CENTRAL AREA,2007-01-01,228235.0,14235.0
CENTRAL AREA,2007-02-01,256839.0,28604.0
CENTRAL AREA,2007-03-01,243692.0,-13147.0
CENTRAL AREA,2007-04-01,251576.0,7884.0
CENTRAL AREA,2007-05-01,281029.0,29453.0
CENTRAL AREA,2007-06-01,297357.0,16328.0
CENTRAL AREA,2007-07-01,257417.0,-39940.0
CENTRAL AREA,2007-08-01,321543.0,64126.0
CENTRAL AREA,2007-09-01,311769.0,-9774.0
CENTRAL AREA,2007-10-01,329668.0,17899.0
CENTRAL AREA,2007-11-01,313029.0,-16639.0
CENTRAL AREA,2007-12-01,323506.0,10477.0
CENTRAL AREA,2008-01-01,309062.0,-14444.0
CENTRAL AREA,2008-02-01,330250.0,21188.0
CENTRAL AREA,2008-03-01,309366.0,-20884.0
CENTRAL AREA,2008-04-01,305833.0,-3533.0
CENTRAL AREA,2008-05-01,322694.0,16861.0
CENTRAL AREA,2008-06-01,345538.0,22844.0
CENTRAL AREA,2008-07-01,314143.0,-31395.0
CENTRAL AREA,2008-08-01,314526.0,383.0
CENTRAL AREA,2008-09-01,348524.0,33998.0
CENTRAL AREA,2008-10-01,314821.0,-33703.0
CENTRAL AREA,2008-11-01,345029.0,30208.0
CENTRAL AREA,2008-12-01,350455.0,5426.0
CENTRAL AREA,2009-01-01,379864.0,29409.0
CENTRAL AREA,2009-02-01,363500.0,-16364.0
CENTRAL AREA,2009-03-01,309786.0,-53714.0
CENTRAL AREA,2009-04-01,337417.0,27631.0
CENTRAL AREA,2009-05-01,307417.0,-30000.0
CENTRAL AREA,2009-06-01,333607.0,26190.0
CENTRAL AREA,2009-07-01,359609.0,26002.0
CENTRAL AREA,2009-08-01,360667.0,1058.0
CENTRAL AREA,2009-09-01,377409.0,16742.0
CENTRAL AREA,2009-10-01,342400.0,-35009.0
CENTRAL AREA,2009-11-01,381990.0,39590.0
CENTRAL AREA,2009-12-01,375731.0,-6259.0
CENTRAL AREA,2010-01-01,394447.0,18716.0
CENTRAL AREA,2010-02-01,364368.0,-30079.0
CENTRAL AREA,2010-03-01,420107.0,55739.0
CENTRAL AREA,2010-04-01,366078.0,-54029.0
CENTRAL AREA,2010-05-01,394316.0,28238.0
CENTRAL AREA,2010-06-01,390925.0,-3391.0
CENTRAL AREA,2010-07-01,369589.0,-21336.0
CENTRAL AREA,2010-08-01,433865.0,64276.0
CENTRAL AREA,2010-09-01,382060.0,-51805.0
CENTRAL AREA,2010-10-01,413938.0,31878.0
CENTRAL AREA,2010-11-01,418689.0,4751.0
CENTRAL AREA,2010-12-01,388500.0,-30189.0
CENTRAL AREA,2011-01-01,415799.0,27299.0
CENTRAL AREA,2011-02-01,432500.0,16701.0
CENTRAL AREA,2011-03-01,456286.0,23786.0
CENTRAL AREA,2011-04-01,441600.0,-14686.0
CENTRAL AREA,2011-05-01,432736.0,-8864.0
CENTRAL AREA,2011-06-01,456382.0,23646.0
CENTRAL AREA,2011-07-01,408250.0,-48132.0
CENTRAL AREA,2011-08-01,440238.0,31988.0
CENTRAL AREA,2011-09-01,450769.0,10531.0
CENTRAL AREA,2011-10-01,466222.0,15453.0
CENTRAL AREA,2011-11-01,491333.0,25111.0
CENTRAL AREA,2011-12-01,482930.0,-8403.0
CENTRAL AREA,2012-01-01,472071.0,-10859.0
CENTRAL AREA,2012-02-01,460455.0,-11616.0
CENTRAL AREA,2012-03-01,512866.0,52411.0
CENTRAL AREA,2012-04-01,495996.0,-16870.0
CENTRAL AREA,2012-05-01,469080.0,-26916.0
CENTRAL AREA,2012-06-01,485262.0,16182.0
CENTRAL AREA,2012-07-01,445625.0,-39637.0
CENTRAL AREA,2012-08-01,441923.0,-3702.0
CENTRAL AREA,2012-09-01,478444.0,36521.0
CENTRAL AREA,2012-10-01,489571.0,11127.0
CENTRAL AREA,2012-11-01,558333.0,68762.0
CENTRAL AREA,2012-12-01,450167.0,-108166.0
CENTRAL AREA,2013-01-01,514071.0,63904.0
CENTRAL AREA,2013-02-01,527571.0,13500.0
CENTRAL AREA,2013-03-01,486000.0,-41571.0
CENTRAL AREA,2013-04-01,493667.0,7667.0
CENTRAL AREA,2013-05-01,454444.0,-39223.0
CENTRAL AREA,2013-06-01,536000.0,81556.0
CENTRAL AREA,2013-07-01,402778.0,-133222.0
CENTRAL AREA,2013-08-01,454413.0,51635.0
CENTRAL AREA,2013-09-01,433611.0,-20802.0
CENTRAL AREA,2013-10-01,458868.0,25257.0
CENTRAL AREA,2013-11-01,488063.0,29195.0
CENTRAL AREA,2013-12-01,506913.0,18850.0
CENTRAL AREA,2014-01-01,512307.0,5394.0
CENTRAL AREA,2014-02-01,463984.0,-48323.0
CENTRAL AREA,2014-03-01,503752.0,39768.0
CENTRAL AREA,2014-04-01,474654.0,-29098.0
CENTRAL AREA,2014-05-01,428250.0,-46404.0
CENTRAL AREA,2014-06-01,488300.0,60050.0
CENTRAL AREA,2014-07-01,399778.0,-88522.0
CENTRAL AREA,2014-08-01,444333.0,44555.0
CENTRAL AREA,2014-09-01,453817.0,9484.0
CENTRAL AREA,2014-10-01,444111.0,-9706.0
CENTRAL AREA,2014-11-01,409667.0,-34444.0
CENTRAL AREA,2014-12-01,519000.0,109333.0
CENTRAL AREA,2015-01-01,744126.0,225126.0
CENTRAL AREA,2015-02-01,826495.0,82369.0
CENTRAL AREA,2015-03-01,736418.0,-90077.0
CENTRAL AREA,2015-04-01,736805.0,387.0
CENTRAL AREA,2015-05-01,779188.0,42383.0
CENTRAL AREA,2015-06-01,703548.0,-75640.0
CENTRAL AREA,2015-07-01,591178.0,-112370.0
CENTRAL AREA,2015-08-01,725726.0,134548.0
CENTRAL AREA,2015-09-01,796812.0,71086.0
CENTRAL AREA,2015-10-01,644962.0,-151850.0
CENTRAL AREA,2015-11-01,674800.0,29838.0
CENTRAL AREA,2015-12-01,539510.0,-135290.0
CENTRAL AREA,2016-01-01,730071.0,190561.0
CENTRAL AREA,2016-02-01,643198.0,-86873.0
CENTRAL AREA,2016-03-01,618121.0,-25077.0
CENTRAL AREA,2016-04-01,511741.0,-106380.0
CENTRAL AREA,2016-05-01,643436.0,131695.0
CENTRAL AREA,2016-06-01,603629.0,-39807.0
CENTRAL AREA,2016-07-01,622750.0,19121.0
CENTRAL AREA,2016-08-01,702635.0,79885.0
CENTRAL AREA,2016-09-01,710062.0,7427.0
CENTRAL AREA,2016-10-01,550720.0,-159342.0
CENTRAL AREA,2016-11-01,679389.0,128669.0
CENTRAL AREA,2016-12-01,624457.0,-54932.0
CENTRAL AREA,2017-01-01,594583.0,-29874.0
CENTRAL AREA,2017-02-01,581455.0,-13128.0
CENTRAL AREA,2017-03-01,687333.0,105878.0
CENTRAL AREA,2017-04-01,571454.0,-115879.0
CENTRAL AREA,2017-05-01,644400.0,72946.0
CENTRAL AREA,2017-06-01,708464.0,64064.0
CENTRAL AREA,2017-07-01,593182.0,-115282.0
CENTRAL AREA,2017-08-01,664483.0,71301.0
CENTRAL AREA,2017-09-01,731741.0,67258.0
CENTRAL AREA,2017-10-01,538852.0,-192889.0
CENTRAL AREA,2017-11-01,589094.0,50242.0
CENTRAL AREA,2017-12-01,578500.0,-10594.0
CENTRAL AREA,2018-01-01,612692.0,34192.0
CENTRAL AREA,2018-02-01,747478.0,134786.0
CENTRAL AREA,2018-03-01,761471.0,13993.0
CENTRAL AREA,2018-04-01,630562.0,-130909.0
CENTRAL AREA,2018-05-01,641375.0,10813.0
CENTRAL AREA,2018-06-01,686188.0,44813.0
CENTRAL AREA,2018-07-01,562308.0,-123880.0
CENTRAL AREA,2018-08-01,536464.0,-25844.0
CENTRAL AREA,2018-09-01,671200.0,134736.0
CENTRAL AREA,2018-10-01,532367.0,-138833.0
CENTRAL AREA,2018-11-01,616907.0,84540.0
CENTRAL AREA,2018-12-01,603413.0,-13494.0
CENTRAL AREA,2019-01-01,672714.0,69301.0
CENTRAL AREA,2019-02-01,548563.0,-124151.0
CENTRAL AREA,2019-03-01,569188.0,20625.0
CENTRAL AREA,2019-04-01,695674.0,126486.0
CENTRAL AREA,2019-05-01,557556.0,-138118.0
CENTRAL AREA,2019-06-01,609267.0,51711.0
CENTRAL AREA,2019-07-01,640353.0,31086.0
CENTRAL AREA,2019-08-01,669282.0,28929.0
CENTRAL AREA,2019-09-01,602324.0,-66958.0
CENTRAL AREA,2019-10-01,574056.0,-28268.0
CENTRAL AREA,2019-11-01,691657.0,117601.0
CENTRAL AREA,2019-12-01,571516.0,-120141.0
CENTRAL AREA,2020-01-01,472857.0,-98659.0
CENTRAL AREA,2020-02-01,600800.0,127943.0
CENTRAL AREA,2020-03-01,526122.0,-74678.0
CENTRAL AREA,2020-05-01,407500.0,-118622.0
CENTRAL AREA,2020-06-01,582766.0,175266.0
CENTRAL AREA,2020-07-01,637457.0,54691.0
CENTRAL AREA,2020-08-01,600615.0,-36842.0
CENTRAL AREA,2020-09-01,610182.0,9567.0
CENTRAL AREA,2020-10-01,590870.0,-19312.0
CENTRAL AREA,2020-11-01,744376.0,153506.0
CENTRAL AREA,2020-12-01,516198.0,-228178.0
CENTRAL AREA,2021-01-01,605126.0,88928.0
CENTRAL AREA,2021-02-01,749333.0,144207.0
CENTRAL AREA,2021-03-01,656636.0,-92697.0
CENTRAL AREA,2021-04-01,742494.0,85858.0
CENTRAL AREA,2021-05-01,800272.0,57778.0
CENTRAL AREA,2021-06-01,699278.0,-100994.0
CENTRAL AREA,2021-07-01,648308.0,-50970.0
CENTRAL AREA,2021-08-01,814704.0,166396.0
CENTRAL AREA,2021-09-01,657913.0,-156791.0
CENTRAL AREA,2021-10-01,782329.0,124416.0
CENTRAL AREA,2021-11-01,819256.0,36927.0
CENTRAL AREA,2021-12-01,769081.0,-50175.0
CENTRAL AREA,2022-01-01,740675.0,-28406.0
CENTRAL AREA,2022-02-01,722576.0,-18099.0
CENTRAL AREA,2022-03-01,668199.0,-54377.0
CENTRAL AREA,2022-04-01,786938.0,118739.0
CENTRAL AREA,2022-05-01,751506.0,-35432.0
CENTRAL AREA,2022-06-01,673143.0,-78363.0
CENTRAL AREA,2022-07-01,615555.0,-57588.0
CENTRAL AREA,2022-08-01,656294.0,40739.0
CENTRAL AREA,2022-09-01,636477.0,-19817.0
CENTRAL AREA,2022-10-01,787222.0,150745.0
CENTRAL AREA,2022-11-01,699842.0,-87380.0
CENTRAL AREA,2022-12-01,655357.0,-44485.0
CHOA CHU KANG,2000-01-01,333652.0,
CHOA CHU KANG,2000-02-01,351786.0,18134.0
CHOA CHU KANG,2000-03-01,336175.0,-15611.0
CHOA CHU KANG,2000-04-01,333675.0,-2500.0
CHOA CHU KANG,2000-05-01,322031.0,-11644.0
CHOA CHU KANG,2000-06-01,319183.0,-2848.0
CHOA CHU KANG,2000-07-01,336505.0,17322.0
CHOA CHU KANG,2000-08-01,320516.0,-15989.0
CHOA CHU KANG,2000-09-01,321818.0,1302.0
CHOA CHU KANG,2000-10-01,302582.0,-19236.0
CHOA CHU KANG,2000-11-01,281950.0,-20632.0
CHOA CHU KANG,2000-12-01,286624.0,4674.0
CHOA CHU KANG,2001-01-01,291630.0,5006.0
CHOA CHU KANG,2001-02-01,281441.0,-10189.0
CHOA CHU KANG,2001-03-01,291169.0,9728.0
CHOA CHU KANG,2001-04-01,273309.0,-17860.0
CHOA CHU KANG,2001-05-01,281182.0,7873.0
CHOA CHU KANG,2001-06-01,277034.0,-4148.0
CHOA CHU KANG,2001-07-01,280477.0,3443.0
CHOA CHU KANG,2001-08-01,284323.0,3846.0
CHOA CHU KANG,2001-09-01,282991.0,-1332.0
CHOA CHU KANG,2001-10-01,281263.0,-1728.0
CHOA CHU KANG,2001-11-01,275459.0,-5804.0
CHOA CHU KANG,2001-12-01,270080.0,-5379.0
CHOA CHU KANG,2002-01-01,271730.0,1650.0
CHOA CHU KANG,2002-02-01,275679.0,3949.0
CHOA CHU KANG,2002-03-01,265435.0,-10244.0
CHOA CHU KANG,2002-04-01,271632.0,6197.0
CHOA CHU KANG,2002-05-01,267725.0,-3907.0
CHOA CHU KANG,2002-06-01,276239.0,8514.0
CHOA CHU KANG,2002-07-01,266504.0,-9735.0
CHOA CHU KANG,2002-08-01,258353.0,-8151.0
CHOA CHU KANG,2002-09-01,271876.0,13523.0
CHOA CHU KANG,2002-10-01,257516.0,-14360.0
CHOA CHU KANG,2002-11-01,262564.0,5048.0
CHOA CHU KANG,2002-12-01,249323.0,-13241.0
CHOA CHU KANG,2003-01-01,258550.0,9227.0
CHOA CHU KANG,2003-02-01,249035.0,-9515.0
CHOA CHU KANG,2003-03-01,244823.0,-4212.0
CHOA CHU KANG,2003-04-01,256111.0,11288.0
CHOA CHU KANG,2003-05-01,263831.0,7720.0
CHOA CHU KANG,2003-06-01,250966.0,-12865.0
CHOA CHU KANG,2003-07-01,266867.0,15901.0
CHOA CHU KANG,2003-08-01,261978.0,-4889.0
CHOA CHU KANG,2003-09-01,252978.0,-9000.0
CHOA CHU KANG,2003-10-01,264816.0,11838.0
CHOA CHU KANG,2003-11-01,260182.0,-4634.0
CHOA CHU KANG,2003-12-01,248661.0,-11521.0
CHOA CHU KANG,2004-01-01,260950.0,12289.0
CHOA CHU KANG,2004-02-01,254516.0,-6434.0
CHOA CHU KANG,2004-03-01,257970.0,3454.0
CHOA CHU KANG,2004-04-01,258510.0,540.0
CHOA CHU KANG,2004-05-01,255681.0,-2829.0
CHOA CHU KANG,2004-06-01,243195.0,-12486.0
CHOA CHU KANG,2004-07-01,256904.0,13709.0
CHOA CHU KANG,2004-08-01,260222.0,3318.0
CHOA CHU KANG,2004-09-01,247451.0,-12771.0
CHOA CHU KANG,2004-10-01,253198.0,5747.0
CHOA CHU KANG,2004-11-01,258709.0,5511.0
CHOA CHU KANG,2004-12-01,252637.0,-6072.0
CHOA CHU KANG,2005-01-01,256550.0,3913.0
CHOA CHU KANG,2005-02-01,263041.0,6491.0
CHOA CHU KANG,2005-03-01,255222.0,-7819.0
CHOA CHU KANG,2005-04-01,255951.0,729.0
CHOA CHU KANG,2005-05-01,252755.0,-3196.0
CHOA CHU KANG,2005-06-01,257356.0,4601.0
CHOA CHU KANG,2005-07-01,244603.0,-12753.0
CHOA CHU KANG,2005-08-01,244573.0,-30.0
CHOA CHU KANG,2005-09-01,254473.0,9900.0
CHOA CHU KANG,2005-10-01,256113.0,1640.0
CHOA CHU KANG,2005-11-01,254692.0,-1421.0
CHOA CHU KANG,2005-12-01,254992.0,300.0
CHOA CHU KANG,2006-01-01,254500.0,-492.0
CHOA CHU KANG,2006-02-01,253463.0,-1037.0
CHOA CHU KANG,2006-03-01,249041.0,-4422.0
CHOA CHU KANG,2006-04-01,253930.0,4889.0
CHOA CHU KANG,2006-05-01,250583.0,-3347.0
CHOA CHU KANG,2006-06-01,243278.0,-7305.0
CHOA CHU KANG,2006-07-01,249196.0,5918.0
CHOA CHU KANG,2006-08-01,249352.0,156.0
CHOA CHU KANG,2006-09-01,254372.0,5020.0
CHOA CHU KANG,2006-10-01,248056.0,-6316.0
CHOA CHU KANG,2006-11-01,255160.0,7104.0
CHOA CHU KANG,2006-12-01,248984.0,-6176.0
CHOA CHU KANG,2007-01-01,248886.0,-98.0
CHOA CHU KANG,2007-02-01,257786.0,8900.0
CHOA CHU KANG,2007-03-01,257367.0,-419.0
CHOA CHU KANG,2007-04-01,248357.0,-9010.0
CHOA CHU KANG,2007-05-01,265425.0,17068.0
CHOA CHU KANG,2007-06-01,253983.0,-11442.0
CHOA CHU KANG,2007-07-01,270642.0,16659.0
CHOA CHU KANG,2007-08-01,263121.0,-7521.0
CHOA CHU KANG,2007-09-01,271433.0,8312.0
CHOA CHU KANG,2007-10-01,279474.0,8041.0
CHOA CHU KANG,2007-11-01,269417.0,-10057.0
CHOA CHU KANG,2007-12-01,266807.0,-2610.0
CHOA CHU KANG,2008-01-01,293795.0,26988.0
CHOA CHU KANG,2008-02-01,301805.0,8010.0
CHOA CHU KANG,2008-03-01,303137.0,1332.0
CHOA CHU KANG,2008-04-01,308551.0,5414.0
CHOA CHU KANG,2008-05-01,299961.0,-8590.0
CHOA CHU KANG,2008-06-01,310110.0,10149.0
CHOA CHU KANG,2008-07-01,331426.0,21316.0
CHOA CHU KANG,2008-08-01,322890.0,-8536.0
CHOA CHU KANG,2008-09-01,327429.0,4539.0
CHOA CHU KANG,2008-10-01,324072.0,-3357.0
CHOA CHU KANG,2008-11-01,331537.0,7465.0
CHOA CHU KANG,2008-12-01,334129.0,2592.0
CHOA CHU KANG,2009-01-01,327390.0,-6739.0
CHOA CHU KANG,2009-02-01,322088.0,-5302.0
CHOA CHU KANG,2009-03-01,319653.0,-2435.0
CHOA CHU KANG,2009-04-01,326250.0,6597.0
CHOA CHU KANG,2009-05-01,323118.0,-3132.0
CHOA CHU KANG,2009-06-01,329517.0,6399.0
CHOA CHU KANG,2009-07-01,330915.0,1398.0
CHOA CHU KANG,2009-08-01,337780.0,6865.0
CHOA CHU KANG,2009-09-01,340906.0,3126.0
CHOA CHU KANG,2009-10-01,343810.0,2904.0
CHOA CHU KANG,2009-11-01,353680.0,9870.0
CHOA CHU KANG,2009-12-01,358974.0,5294.0
CHOA CHU KANG,2010-01-01,359981.0,1007.0
CHOA CHU KANG,2010-02-01,358252.0,-1729.0
CHOA CHU KANG,2010-03-01,358028.0,-224.0
CHOA CHU KANG,2010-04-01,356328.0,-1700.0
CHOA CHU KANG,2010-05-01,373023.0,16695.0
CHOA CHU KANG,2010-06-01,378080.0,5057.0
CHOA CHU KANG,2010-07-01,377600.0,-480.0
CHOA CHU KANG,2010-08-01,392827.0,15227.0
CHOA CHU KANG,2010-09-01,394242.0,1415.0
CHOA CHU KANG,2010-10-01,407828.0,13586.0
CHOA CHU KANG,2010-11-01,402950.0,-4878.0
CHOA CHU KANG,2010-12-01,396326.0,-6624.0
CHOA CHU KANG,2011-01-01,409342.0,13016.0
CHOA CHU KANG,2011-02-01,417131.0,7789.0
CHOA CHU KANG,2011-03-01,395698.0,-21433.0
CHOA CHU KANG,2011-04-01,411421.0,15723.0
CHOA CHU KANG,2011-05-01,405696.0,-5725.0
CHOA CHU KANG,2011-06-01,403193.0,-2503.0
CHOA CHU KANG,2011-07-01,448030.0,44837.0
CHOA CHU KANG,2011-08-01,430428.0,-17602.0
CHOA CHU KANG,2011-09-01,438324.0,7896.0
CHOA CHU KANG,2011-10-01,446798.0,8474.0
CHOA CHU KANG,2011-11-01,445386.0,-1412.0
CHOA CHU KANG,2011-12-01,459579.0,14193.0
CHOA CHU KANG,2012-01-01,455403.0,-4176.0
CHOA CHU KANG,2012-02-01,443746.0,-11657.0
CHOA CHU KANG,2012-03-01,435589.0,-8157.0
CHOA CHU KANG,2012-04-01,459605.0,24016.0
CHOA CHU KANG,2012-05-01,466587.0,6982.0
CHOA CHU KANG,2012-06-01,461571.0,-5016.0
CHOA CHU KANG,2012-07-01,463847.0,2276.0
CHOA CHU KANG,2012-08-01,475970.0,12123.0
CHOA CHU KANG,2012-09-01,477685.0,1715.0
CHOA CHU KANG,2012-10-01,466196.0,-11489.0
CHOA CHU KANG,2012-11-01,468361.0,2165.0
CHOA CHU KANG,2012-12-01,472883.0,4522.0
CHOA CHU KANG,2013-01-01,497710.0,24827.0
CHOA CHU KANG,2013-02-01,453431.0,-44279.0
CHOA CHU KANG,2013-03-01,468041.0,14610.0
CHOA CHU KANG,2013-04-01,478927.0,10886.0
CHOA CHU KANG,2013-05-01,482428.0,3501.0
CHOA CHU KANG,2013-06-01,476856.0,-5572.0
CHOA CHU KANG,2013-07-01,462131.0,-14725.0
CHOA CHU KANG,2013-08-01,466179.0,4048.0
CHOA CHU KANG,2013-09-01,478737.0,12558.0
CHOA CHU KANG,2013-10-01,469566.0,-9171.0
CHOA CHU KANG,2013-11-01,462920.0,-6646.0
CHOA CHU KANG,2013-12-01,455749.0,-7171.0
CHOA CHU KANG,2014-01-01,460370.0,4621.0
CHOA CHU KANG,2014-02-01,453351.0,-7019.0
CHOA CHU KANG,2014-03-01,453758.0,407.0
CHOA CHU KANG,2014-04-01,441331.0,-12427.0
CHOA CHU KANG,2014-05-01,408683.0,-32648.0
CHOA CHU KANG,2014-06-01,409695.0,1012.0
CHOA CHU KANG,2014-07-01,418357.0,8662.0
CHOA CHU KANG,2014-08-01,432525.0,14168.0
CHOA CHU KANG,2014-09-01,398298.0,-34227.0
CHOA CHU KANG,2014-10-01,417665.0,19367.0
CHOA CHU KANG,2014-11-01,418896.0,1231.0
CHOA CHU KANG,2014-12-01,416635.0,-2261.0
CHOA CHU KANG,2015-01-01,415317.0,-1318.0
CHOA CHU KANG,2015-02-01,417881.0,2564.0
CHOA CHU KANG,2015-03-01,427476.0,9595.0
CHOA CHU KANG,2015-04-01,397041.0,-30435.0
CHOA CHU KANG,2015-05-01,387540.0,-9501.0
CHOA CHU KANG,2015-06-01,390262.0,2722.0
CHOA CHU KANG,2015-07-01,390621.0,359.0
CHOA CHU KANG,2015-08-01,405471.0,14850.0
CHOA CHU KANG,2015-09-01,379874.0,-25597.0
CHOA CHU KANG,2015-10-01,398055.0,18181.0
CHOA CHU KANG,2015-11-01,399374.0,1319.0
CHOA CHU KANG,2015-12-01,392918.0,-6456.0
CHOA CHU KANG,2016-01-01,382855.0,-10063.0
CHOA CHU KANG,2016-02-01,388505.0,5650.0
CHOA CHU KANG,2016-03-01,402495.0,13990.0
CHOA CHU KANG,2016-04-01,394304.0,-8191.0
CHOA CHU KANG,2016-05-01,393497.0,-807.0
CHOA CHU KANG,2016-06-01,384594.0,-8903.0
CHOA CHU KANG,2016-07-01,409108.0,24514.0
CHOA CHU KANG,2016-08-01,389472.0,-19636.0
CHOA CHU KANG,2016-09-01,396271.0,6799.0
CHOA CHU KANG,2016-10-01,390503.0,-5768.0
CHOA CHU KANG,2016-11-01,386993.0,-3510.0
CHOA CHU KANG,2016-12-01,397954.0,10961.0
CHOA CHU KANG,2017-01-01,392425.0,-5529.0
CHOA CHU KANG,2017-02-01,388410.0,-4015.0
CHOA CHU KANG,2017-03-01,403915.0,15505.0
CHOA CHU KANG,2017-04-01,384820.0,-19095.0
CHOA CHU KANG,2017-05-01,383576.0,-1244.0
CHOA CHU KANG,2017-06-01,385711.0,2135.0
CHOA CHU KANG,2017-07-01,389908.0,4197.0
CHOA CHU KANG,2017-08-01,396741.0,6833.0
CHOA CHU KANG,2017-09-01,396284.0,-457.0
CHOA CHU KANG,2017-10-01,386605.0,-9679.0
CHOA CHU KANG,2017-11-01,381181.0,-5424.0
CHOA CHU KANG,2017-12-01,387497.0,6316.0
CHOA CHU KANG,2018-01-01,380001.0,-7496.0
CHOA CHU KANG,2018-02-01,355060.0,-24941.0
CHOA CHU KANG,2018-03-01,375156.0,20096.0
CHOA CHU KANG,2018-04-01,390348.0,15192.0
CHOA CHU KANG,2018-05-01,374241.0,-16107.0
CHOA CHU KANG,2018-06-01,389328.0,15087.0
CHOA CHU KANG,2018-07-01,383285.0,-6043.0
CHOA CHU KANG,2018-08-01,385546.0,2261.0
CHOA CHU KANG,2018-09-01,381077.0,-4469.0
CHOA CHU KANG,2018-10-01,368205.0,-12872.0
CHOA CHU KANG,2018-11-01,386864.0,18659.0
CHOA CHU KANG,2018-12-01,382815.0,-4049.0
CHOA CHU KANG,2019-01-01,388414.0,5599.0
CHOA CHU KANG,2019-02-01,382105.0,-6309.0
CHOA CHU KANG,2019-03-01,363053.0,-19052.0
CHOA CHU KANG,2019-04-01,376141.0,13088.0
CHOA CHU KANG,2019-05-01,377790.0,1649.0
CHOA CHU KANG,2019-06-01,384432.0,6642.0
CHOA CHU KANG,2019-07-01,391473.0,7041.0
CHOA CHU KANG,2019-08-01,383817.0,-7656.0
CHOA CHU KANG,2019-09-01,385403.0,1586.0
CHOA CHU KANG,2019-10-01,389388.0,3985.0
CHOA CHU KANG,2019-11-01,403731.0,14343.0
CHOA CHU KANG,2019-12-01,400934.0,-2797.0
CHOA CHU KANG,2020-01-01,380554.0,-20380.0
CHOA CHU KANG,2020-02-01,394205.0,13651.0
CHOA CHU KANG,2020-03-01,376677.0,-17528.0
CHOA CHU KANG,2020-04-01,417438.0,40761.0
CHOA CHU KANG,2020-05-01,431176.0,13738.0
CHOA CHU KANG,2020-06-01,406018.0,-25158.0
